ts_sec,lat,lon,speed
1774455123,35.7932195,-78.641802667,81.2484
1774455124,35.7933727053,-78.6417634389667,81.50508
1774455125,35.7935609762857,-78.6417149645,81.2730857142857
1774455127,35.794035,-78.641588667,80.4384
1774455128,35.794035,-78.641588667,80.4384
1774455131,35.794787333,-78.641361167,78.516
1774455132,35.7948683435625,-78.641327114625,78.237225
1774455135,35.7955879754364,-78.6409468579091,76.9792581818182
1774455136,35.795594333,-78.640943167,76.9536
1774455139,35.7961578888889,-78.6406255306296,71.9802666666667
1774455140,35.796274,-78.6405595,71.8992
1774455141,35.796435667,-78.640466833,70.7544
1774455143,35.7968524653019,-78.6402242292264,68.6444603773585
1774455144,35.796905333,-78.640193833,68.6628
1774455147,35.797377185459,-78.6398880243115,68.4794950819672
1774455148,35.797504333,-78.639778167,66.6684
1774455151,35.797884167,-78.639425833,59.4468
1774455155,35.798481333,-78.639230333,54.0036
1774455156,35.798613525,-78.6392464898,54.28208448
1774455158,35.798877,-78.639331667,52.7652
1774455159,35.7989723330714,-78.6393730474286,50.4910285714286
1774455162,35.799279167,-78.639506333,27.2376
1774455163,35.7993173731069,-78.6395227734351,22.2960916030534
1774455164,35.799361590298,-78.6395518573444,14.2942887417219
1774455166,35.799385333,-78.639616167,8.9388
1774455167,35.7993809364483,-78.639630822,10.2888
1774455171,35.7992339883448,-78.6397515228276,27.4344827586207
1774455172,35.799201,-78.6397545,29.4192
1774455175,35.798893,-78.6397166665,38.8278
1774455179,35.7985279889565,-78.6398451448478,38.2423304347826
1774455180,35.798461667,-78.639875833,35.7552
1774455182,35.7982423336667,-78.6398540653333,25.7032363636364
1774455183,35.798240667,-78.639852833,25.668
1774455186,35.798134731,-78.6396889872308,2.77449230769231
1774455187,35.7981331169,-78.6396875,0.80496
1774455188,35.798133,-78.6396875,0.054
1774455190,35.798133167,-78.6396875,0.147176470588235
1774455191,35.798133167,-78.6396875,0.1836
1774455194,35.7981331413077,-78.639687,0.054
1774455195,35.798133,-78.6396869833,0.09288
1774455196,35.798133,-78.639686833,0.0864
1774455198,35.798133,-78.6396865,0.0684
1774455199,35.798133,-78.639686353875,0.05265
1774455202,35.798132667,-78.639686,0.2988
1774455203,35.798132667,-78.639686,0.0861347368421053
1774455206,35.7981325,-78.639685833,0.144
1774455207,35.7981325,-78.639685833,0.144
1774455210,35.798132833,-78.639685667,0.1656
1774455211,35.798133,-78.639685667,0.054
1774455214,35.7981334671964,-78.6396855,0.0431357142857143
1774455218,35.7981341845,-78.639685407473,0.0599351351351351
1774455219,35.7981344666,-78.639685333,0.07344
1774455222,35.798134542,-78.639685375,0.2007
1774455226,35.7980366586693,-78.639694836937,25.8233952755906
1774455227,35.7980115108667,-78.6397148663333,29.69664
1774455230,35.797750667,-78.639941167,44.6976
1774455231,35.797651833,-78.640013333,47.484
1774455234,35.7972661111667,-78.6402243058333,58.9956
1774455235,35.797149437197,-78.6402912146515,62.4255818181818
1774455236,35.7970045,-78.640370167,65.8044
1774455238,35.796690667,-78.640537167,69.7896
1774455242,35.7959645,-78.640911,70.6752
1774455243,35.7958763039123,-78.640955415386,70.1289473684211
1774455245,35.795486,-78.641164833,68.472
1774455246,35.7953438796562,-78.6412439931146,67.7128022922636
1774455249,35.794849,-78.64149,67.554
1774455250,35.7947051714242,-78.641543459303,68.7308727272727
1774455251,35.794685333,-78.641550833,68.8932
1774455253,35.794165833,-78.641707167,73.4004
1774455254,35.7940977705,-78.6417257295,73.89045
1774455257,35.7934265,-78.641907667,76.5252
1774455258,35.79328324,-78.641946427,77.296752
1774455259,35.793238,-78.641958667,77.5404
1774455260,35.792928,-78.6420413886667,77.3052
1774455261,35.792615167,-78.6421225,75.906
1774455262,35.792615167,-78.6421225,75.906
1774455265,35.791860333,-78.642326667,78.7248
1774455266,35.7917319996667,-78.6423633336667,79.008
1774455267,35.791667833,-78.642381667,79.1496
1774455268,35.791473833,-78.642435667,79.5132
1774455269,35.7911277693077,-78.6425282053077,80.2110461538462
1774455270,35.7910825,-78.642540167,80.2908
1774455273,35.790293833,-78.642753167,80.874
1774455274,35.790254244461,-78.6427636105576,80.8143256505576
1774455275,35.7900765,-78.6428105,80.5464
1774455276,35.7897312345909,-78.6429005073182,78.6542727272727
1774455277,35.7896667279077,-78.6429168586769,78.2741353846154
1774455278,35.7894670606061,-78.6429646616667,77.5633090909091
1774455279,35.789305,-78.642999167,77.2884
1774455281,35.788922833,-78.643059333,76.2408
1774455282,35.7887285825243,-78.643086609699,75.4718330097087
1774455283,35.788455,-78.643125833,74.2716
1774455284,35.788271833,-78.643152333,73.0908
1774455285,35.7880900320621,-78.6431754535731,73.2848104208417
1774455286,35.7879214586667,-78.64319169475,73.8429
1774455287,35.7877195,-78.643202,75.1212
1774455289,35.787346167,-78.643191,73.89
1774455290,35.7871955326716,-78.6431730773881,73.5619701492537
1774455291,35.7871024446667,-78.6431583336667,73.1664
1774455292,35.786804667,-78.6430945,71.6652
1774455293,35.786631333,-78.643046833,70.2036
1774455297,35.7859673763846,-78.6428621538462,66.7152923076923
1774455298,35.785862437625,-78.642833395625,65.82645
1774455299,35.785802,-78.642816833,65.3148
1774455300,35.785498667,-78.642730667,58.9932
1774455301,35.7853775030545,-78.6426948121455,53.4017454545455
1774455305,35.7848627769604,-78.6426764422772,36.1223287128713
1774455306,35.78484984135,-78.642680925,35.66088
1774455307,35.78472219308,-78.64275448692,30.985056
1774455308,35.784647833,-78.642822,28.71
1774455309,35.784647833,-78.642822,28.71
1774455312,35.784432,-78.643056,27.1836
1774455313,35.7844013516667,-78.643078685,25.7916
1774455314,35.784376833,-78.643096833,24.678
1774455316,35.784259167,-78.643150167,5.5332
1774455317,35.784259167,-78.643150167,5.5332
1774455320,35.7842538855312,-78.6431519425937,0.0527625
1774455321,35.7842540515138,-78.643152,0.0517723756906077
1774455322,35.784254333,-78.643152,0.0396
1774455324,35.784254907617,-78.643152,0.0796595744680851
1774455325,35.784255167,-78.643152,0.1188
1774455328,35.784255833,-78.643151667,0.1548
1774455329,35.7842559845166,-78.643151667,0.0470145695364238
1774455330,35.7842561270652,-78.643151667,0.0168260869565217
1774455332,35.7842565,-78.643151667,0.0756
1774455333,35.7842566173514,-78.6431517836486,0.154021621621622
1774455336,35.784229667,-78.643158833,12.006
1774455337,35.7842093383934,-78.6431640030809,15.5092897058824
1774455338,35.7841759522857,-78.6431717144286,20.0098285714286
1774455339,35.784074833,-78.643189833,27.7236
1774455340,35.7840100602727,-78.6431981817727,31.2430909090909
1774455341,35.783999833,-78.6431995,31.7988
1774455344,35.783607,-78.643226833,45.1692
1774455345,35.7835597029767,-78.6432285800388,46.2009767441861
1774455346,35.783489667,-78.643231167,47.7288
1774455347,35.7832868078462,-78.6432404868462,48.3956307692308
1774455348,35.7830841398478,-78.6432503484985,48.952112238806
1774455349,35.7830623521887,-78.6432514311509,48.9866943396226
1774455350,35.782943833,-78.643258167,49.392
1774455352,35.7826510132895,-78.6432731406842,48.6742736842105
1774455353,35.7825494913363,-78.6432763882389,49.2105345132743
1774455354,35.78243831225,-78.643276896125,49.13505
1774455355,35.7822993335,-78.64327375,49.0383
1774455356,35.7821521696075,-78.6432687288131,47.5760859813084
1774455357,35.7820905,-78.643267333,47.0052
1774455360,35.781753333,-78.64328,41.1552
1774455361,35.7816537472339,-78.6432852098772,38.6216
1774455362,35.781562,-78.643288833,36.864
1774455364,35.7813621956354,-78.6432966175104,39.9885375
1774455368,35.780965667,-78.643294,40.6404
1774455369,35.780825167,-78.643300167,34.0596
1774455370,35.780750833,-78.643303667,26.1432
1774455371,35.7806961608688,-78.6433058852623,21.1354229508197
1774455372,35.780646355293,-78.6433018877898,20.1999210191083
1774455376,35.780524856451,-78.6431014970196,30.8034352941176
1774455377,35.7805180755455,-78.6429635300909,35.0649818181818
1774455378,35.7805145760556,-78.6428362803611,35.50725
1774455379,35.780511537023,-78.6427392577299,34.6662620689655
1774455380,35.7805091057273,-78.6426558939394,35.1545454545455
1774455384,35.7805156020164,-78.6423117586394,16.8883081967213
1774455385,35.7805182756996,-78.6422845225837,12.4820652360515
1774455386,35.7805193732037,-78.6422521730926,1.87966666666667
1774455387,35.78051869992,-78.64224801316,1.615968
1774455388,35.780518477288,-78.642246063712,2.2191264
1774455392,35.7805170525741,-78.6422117807408,0.0393333333333333
1774455393,35.7805171715773,-78.6422116601271,0.102111340206186
1774455394,35.7805174544545,-78.6422097122727,1.32152727272727
1774455395,35.780516333,-78.642187833,8.6508
1774455396,35.780516333,-78.642187833,8.6508
1774455400,35.78050832,-78.6420071823733,16.192176
1774455401,35.7805075,-78.641979667,17.6544
1774455403,35.7805173992676,-78.6418234035493,23.0401014084507
1774455404,35.780523167,-78.641800333,23.5836
1774455407,35.7806833468158,-78.6416806926579,25.3208842105263
1774455408,35.7807455,-78.6416755,26.064
1774455409,35.780811667,-78.641673667,26.2584
1774455411,35.780937167,-78.641669833,22.122
1774455412,35.780991833,-78.641666667,17.7696
1774455415,35.781071667,-78.641649667,7.218
1774455416,35.7810905,-78.6416425,7.308
1774455419,35.781110667,-78.6416365,0.126
1774455420,35.7811113842609,-78.6416363043478,0.893739130434783
1774455421,35.7811125,-78.641636,2.088
1774455423,35.781181,-78.641626667,16.5348
1774455424,35.7811990104167,-78.641625743125,17.955525
1774455427,35.7814315,-78.6416135,34.4268
1774455428,35.7814315,-78.6416135,34.4268
1774455431,35.781831333,-78.641594667,42.3432
1774455432,35.7818917893618,-78.6415920601974,41.8018736842105
1774455434,35.7820855,-78.641583667,37.818
1774455435,35.7822142273299,-78.6415774991753,33.873606185567
1774455436,35.782260833,-78.641574833,32.6088
1774455439,35.7824904812778,-78.6415588982778,22.0296
1774455440,35.7825248674567,-78.6415570672598,20.7517039370079
1774455441,35.782595542,-78.641523875,15.597
1774455443,35.7826214245035,-78.6414679375957,13.4193957446809
1774455444,35.782624833,-78.6414375,13.7376
1774455447,35.7826181143125,-78.641249739375,22.5765
1774455448,35.782615,-78.641195167,21.114
1774455449,35.782612167,-78.641130333,20.7
1774455450,35.782609833,-78.641063667,22.4676
1774455451,35.782608,-78.640993667,23.1408
1774455455,35.782591,-78.640640667,28.8576
1774455456,35.7825884564252,-78.6405690525591,29.2826267716535
1774455457,35.7825849239091,-78.6404861669091,29.1825818181818
1774455458,35.782579167,-78.640373,27.8604
1774455459,35.7825735,-78.640289167,26.8128
1774455463,35.7825375,-78.640027333,16.4088
1774455464,35.7825212252941,-78.6400090000588,15.2885647058824
1774455465,35.782509833,-78.639996167,14.5044
1774455466,35.782425333,-78.639988667,20.6244
1774455467,35.7824084656531,-78.6399909355102,21.533106122449
1774455470,35.782203833,-78.640005,18.7308
1774455471,35.7821858069474,-78.6400057235526,18.4721684210526
1774455472,35.782144405,-78.640007595,18.5569714285714
1774455473,35.7821065625,-78.6400092708125,19.76985
1774455474,35.782002667,-78.640008333,20.1816
1774455475,35.782002667,-78.640008333,20.1816
1774455478,35.781844167,-78.639973,10.836
1774455479,35.7818267434084,-78.639969324826,8.2457373549884
1774455480,35.7818209906764,-78.6399688070539,6.98513526970954
1774455481,35.781810833,-78.6399705,3.24
1774455482,35.781803,-78.639976167,0.2808
1774455483,35.7818029918053,-78.6399761823689,0.279848360655738
1774455486,35.7817964542121,-78.6399889447576,0.111381818181818
1774455487,35.7817955243235,-78.6399912255294,0.211552941176471
1774455488,35.7817936472868,-78.6399953964496,0.22746976744186
1774455489,35.7817925,-78.6399975,0.054
1774455490,35.7817902316476,-78.6400009475873,0.0756
1774455491,35.7817895,-78.640002167,0.0756
1774455494,35.781782733,-78.64000729992,0.285408
1774455495,35.7817808146514,-78.6400098452385,0.34285871559633
1774455496,35.781778833,-78.640011167,0.0468
1774455497,35.781777167,-78.640012333,0.1188
1774455498,35.7817755,-78.640014,0.0936
1774455499,35.781773833,-78.640016,0.2232
1774455502,35.781770167,-78.640018,0.0216
1774455503,35.7817688381209,-78.6400186644396,0.0251861804222649
1774455504,35.781767833,-78.640019,0.2664
1774455505,35.781767833,-78.640019,0.2664
1774455506,35.781766,-78.6400225,0.0108
1774455507,35.7817654,-78.6400234,0.054
1774455510,35.7817626745682,-78.6400250037841,0.116222727272727
1774455511,35.7817620305173,-78.6400248433911,0.0505216
1774455512,35.781761275579,-78.6400249447519,0.100854135338346
1774455514,35.7817584994348,-78.6400269860435,0.0547281663516068
1774455515,35.78175799975,-78.6400273335,0.0918
1774455518,35.7817537992308,-78.6400294959743,0.127015384615385
1774455519,35.7817529533289,-78.6400299051986,0.123218181818182
1774455520,35.7817516014569,-78.6400307102172,0.16043595505618
1774455522,35.7817494512942,-78.6400325487058,0.0885184890656064
1774455523,35.781748667,-78.640033333,0.1224
1774455526,35.7817452956029,-78.6400379464118,0.074435294117647
1774455527,35.7817451576259,-78.6400381857341,0.0800095135135135
1774455528,35.7817445,-78.6400395,0.1368
1774455529,35.781742833,-78.640039667,0.1476
1774455530,35.7817427673642,-78.6400396575993,0.141317880794702
1774455531,35.781741667,-78.6400395,0.036
1774455533,35.7817385,-78.64004,0.0792
1774455534,35.781737512931,-78.64004,0.060248275862069
1774455535,35.7817369749683,-78.6400400100067,0.0253983305509182
1774455536,35.781736167,-78.640040333,0.1224
1774455537,35.781734833,-78.640040167,0.108
1774455538,35.7817346656029,-78.6400401334402,0.0928076555023923
1774455539,35.781734,-78.64004,0.0324
1774455541,35.781731667,-78.640040833,0.0972
1774455542,35.7817308056429,-78.6400412020476,0.184885714285714
1774455543,35.7817299760408,-78.6400414079796,0.170742857142857
1774455544,35.7817293067638,-78.6400415052598,0.115540157480315
1774455545,35.781727833,-78.6400425,0.0972
1774455546,35.7817278318788,-78.6400425153625,0.0910222222222222
1774455547,35.7817275,-78.640043333,0.1116
1774455549,35.7817265,-78.6400465,0.2376
1774455550,35.7817265,-78.6400469998,0.16632
1774455551,35.7817265,-78.6400476383169,0.0907859154929578
1774455552,35.7817265,-78.640048,0.0576
1774455553,35.781726667,-78.640049333,0.1332
1774455554,35.781726667,-78.6400493404664,0.132514925373134
1774455555,35.781726667,-78.64005,0.072
1774455557,35.7817265,-78.6400505,0.0828
1774455558,35.7817265,-78.6400504848182,0.0818181818181818
1774455559,35.7817264825359,-78.6400503156405,0.0716235294117647
1774455560,35.781726333,-78.640050167,0.0684
1774455561,35.781726,-78.6400498312625,0.141345
1774455562,35.7817259977034,-78.6400496646965,0.122027586206897
1774455565,35.7817255607477,-78.640049141785,0.195577570093458
1774455566,35.781726,-78.640050167,0.126
1774455567,35.781726667,-78.640051833,0.2052
1774455568,35.7817272350588,-78.6400535388824,0.0854470588235294
1774455569,35.781727833,-78.640055333,0.162
1774455570,35.781727986746,-78.6400557933175,0.122228571428571
1774455573,35.781728333,-78.640059333,0.054
1774455574,35.781728333,-78.6400596228868,0.110241509433962
1774455575,35.7817281727241,-78.6400601497586,0.0562344827586207
1774455576,35.781728167,-78.640060167,0.054
1774455577,35.781727833,-78.640061333,0.0972
1774455578,35.7817277972857,-78.640061333,0.0987428571428571
1774455581,35.781727167,-78.640063,0.126
1774455582,35.7817269501169,-78.640063,0.0839220779220779
1774455583,35.781726833,-78.6400632603028,0.0583859154929578
1774455584,35.781726833,-78.640063333,0.0576
1774455585,35.781726991601,-78.6400651167066,0.114454652137469
1774455586,35.7817269880714,-78.6400651907857,0.112628571428571
1774455589,35.781727167,-78.640067833,0.1116
1774455590,35.7817271423607,-78.6400678576393,0.102039344262295
1774455591,35.781727070487,-78.6400683515909,0.103020779220779
1774455593,35.781727333,-78.6400698807784,0.0575744318181818
1774455594,35.781727333,-78.640070167,0.072
1774455597,35.781727333,-78.6400717760909,0.0896727272727273
1774455598,35.7817273167398,-78.6400721561382,0.223609756097561
1774455599,35.7817268502759,-78.640071902,0.024951724137931
1774455601,35.7817271673265,-78.6400731904402,0.185491764705882
1774455602,35.7817275,-78.6400745,0.1476
1774455605,35.7817278573542,-78.6400755243542,0.173625
1774455606,35.781728,-78.6400757483061,0.27690612244898
1774455607,35.781728,-78.640075833,0.0432
1774455609,35.781728333,-78.640076667161,0.16557555771096
1774455610,35.781728333,-78.640076833,0.1404
1774455612,35.7817285,-78.640077333,0.144
1774455613,35.7817288159231,-78.640077807359,0.164492307692308
1774455614,35.781728833,-78.6400779917531,0.151911111111111
1774455615,35.781728833,-78.6400781547206,0.0611470588235294
1774455616,35.781729167,-78.640078833,0.0792
1774455617,35.781729167,-78.6400792446314,0.141438670694864
1774455618,35.781729167,-78.640079333,0.1548
1774455621,35.7817296260377,-78.640081462434,0.146445283018868
1774455622,35.781729667,-78.6400823669172,0.116478106508876
1774455623,35.781729667,-78.6400825797681,0.0880152091254753
1774455624,35.781729667,-78.640083333,0.09
1774455625,35.781729667,-78.6400833359044,0.0899686956521739
1774455626,35.781729667,-78.640083667,0.0864
1774455628,35.781729833,-78.640085333,0.036
1774455629,35.7817300764237,-78.6400860618136,0.0307525423728814
1774455630,35.7817304877071,-78.6400869744141,0.102690909090909
1774455631,35.781730667,-78.640087333,0.144
1774455632,35.781731667,-78.640090667,0.1008
1774455633,35.7817316705699,-78.640090684914,0.104361290322581
1774455636,35.7817328259149,-78.6400934787234,0.115429787234043
1774455637,35.7817329671709,-78.6400937008547,0.109415384615385
1774455638,35.781733536281,-78.6400941233399,0.0609176470588235
1774455639,35.781733667,-78.640094167,0.0468
1774455640,35.7817343005876,-78.6400948005876,0.159550515463918
1774455641,35.7817345045045,-78.6400950045045,0.179935135135135
1774455644,35.781735875,-78.64009633325,0.1071
1774455645,35.7817361802703,-78.6400967702703,0.156356756756757
1774455646,35.7817366748125,-78.6400975104219,0.2736
1774455647,35.781737167,-78.640098167,0.0468
1774455648,35.7817377136484,-78.6400987068047,0.086090625
1774455649,35.781738167,-78.6400995,0.0396
1774455652,35.781739333,-78.640101167,0.0468
1774455653,35.781739333,-78.640101167,0.162
1774455654,35.781739667,-78.640102,0.1476
1774455656,35.78174,-78.640103167,0.1188
1774455657,35.7817398664,-78.6401032998,0.05832
1774455660,35.781739833,-78.640105,0.1116
1774455661,35.7817394601186,-78.640104751661,0.0310576271186441
1774455662,35.7817394560526,-78.6401052807895,0.0858315789473684
1774455664,35.7817401232445,-78.6401083471179,0.0815580786026201
1774455665,35.7817401002,-78.6401085668,0.0864
1774455668,35.7817397107802,-78.640108833,0.0718813186813187
1774455669,35.7817393071515,-78.6401087135303,0.0396
1774455670,35.7817390865926,-78.6401086267963,0.0474
1774455672,35.7817385897313,-78.6401085,0.0819940298507463
1774455673,35.7817385,-78.6401085,0.0936
1774455676,35.7817377877273,-78.6401094544545,0.0255272727272727
1774455677,35.7817375429901,-78.6401092097327,0.0734257425742574
1774455678,35.7817374842991,-78.6401091355983,0.0894461538461539
1774455680,35.7817375195322,-78.6401096864152,0.227494736842105
1774455681,35.781737667,-78.640109833,0.1512
1774455684,35.7817377563846,-78.6401100899231,0.177784615384615
1774455685,35.7817378970167,-78.64011029465,0.13464
1774455686,35.781738,-78.6401105,0.108
1774455687,35.781738,-78.640111,0.0910812720848057
1774455688,35.78173804651,-78.6401111392515,0.108639164490862
1774455689,35.781738167,-78.6401115,0.1476
1774455691,35.781738167,-78.640112167,0.1512
1774455692,35.781738167,-78.6401122751371,0.108987428571429
1774455693,35.7817382402079,-78.6401127740112,0.134029213483146
1774455694,35.781738333,-78.640113333,0.1944
1774455695,35.7817385,-78.640113167,0.0864
1774455696,35.7817384984208,-78.6401131654208,0.0860255319148936
1774455699,35.781740333,-78.6401195,0.1764
1774455700,35.7817406635369,-78.6401207117483,0.126422818791946
1774455701,35.7817410240499,-78.6401216514802,0.0973611015490534
1774455702,35.781741833,-78.640123,0.0828
1774455703,35.7817424586977,-78.6401249172713,0.0644093023255814
1774455704,35.7817425065665,-78.6401250016404,0.0752807881773399
1774455707,35.7817474383684,-78.6401249908947,1.18307368421053
1774455708,35.7817489528384,-78.6401250653232,0.746690909090909
1774455709,35.7817497267668,-78.6401254406233,0.101074439461883
1774455710,35.7817505,-78.640126833,0.1512
1774455711,35.7817516436888,-78.6401286077128,0.0862372340425532
1774455712,35.781752167,-78.640129,0.1512
1774455715,35.7817465,-78.640130167,2.6532
1774455716,35.781735,-78.640135167,8.6148
1774455717,35.7817095,-78.640142667,13.3236
1774455718,35.7816899998421,-78.6401444035263,15.7450736842105
1774455719,35.7816167466983,-78.6401497621878,22.3143949367089
1774455720,35.781542667,-78.640159167,21.168
1774455723,35.781397333,-78.640169333,17.298
1774455724,35.7813652371916,-78.640169493,12.9624790419162
1774455725,35.7813395,-78.640169667,8.2152
1774455727,35.781322333,-78.6401681038342,0.122101554404145
1774455731,35.7813186035882,-78.6401588292588,0.305152941176471
1774455732,35.7813176331776,-78.6401570502256,0.167089875666075
1774455733,35.7813164526581,-78.6401542991453,0.114492307692308
1774455735,35.7813149705882,-78.6401510295882,0.0554823529411765
1774455739,35.7813118679245,-78.6401449466981,0.144475471698113
1774455740,35.78131141675,-78.640143958,0.1728
1774455741,35.7813110102654,-78.6401422074693,0.0600935532233883
1774455743,35.781310667,-78.6401402248949,0.0567875486381323
1774455747,35.7813098436105,-78.640136677547,0.086628729281768
1774455748,35.781309677034,-78.6401360421992,0.0745971671388102
1774455749,35.7813092378049,-78.6401346339878,0.142375609756098
1774455750,35.781308833,-78.640132833,0.054
1774455751,35.7813086982143,-78.6401323610476,0.0758571428571429
1774455754,35.781307167,-78.6401275,0.0684
1774455755,35.7813069245758,-78.6401266917576,0.108545454545455
1774455756,35.781306667,-78.640125833,0.1512
1774455757,35.7813061626522,-78.6401241539565,0.0971060869565217
1774455758,35.781305333,-78.640121167,0.126
1774455759,35.7813053225105,-78.6401211425175,0.125169230769231
1774455762,35.781303667,-78.640117167,0.1044
1774455763,35.7813035378113,-78.6401163934151,0.0626264150943396
1774455764,35.7813034926,-78.6401161484667,0.05216
1774455765,35.781303167,-78.640115333,0.1296
1774455766,35.781302833,-78.640113833,0.3564
1774455767,35.781302833,-78.640113833,0.3564
1774455770,35.781177167,-78.6401085,25.1172
1774455771,35.7811644164783,-78.6401083807778,26.0811304347826
1774455772,35.781105833,-78.640107833,30.51
1774455774,35.780884886383,-78.6401101095957,41.6528425531915
1774455775,35.780825333,-78.640111833,43.7292
1774455779,35.780308,-78.640141167,48.3228
1774455780,35.7801915,-78.640151167,47.7828
1774455781,35.7800795099855,-78.6401610383333,46.8669391304348
1774455782,35.779973650871,-78.640168408871,45.7275483870968
1774455783,35.779962667,-78.640169167,45.6084
1774455786,35.779530667,-78.6401875,41.742
1774455787,35.7794584458462,-78.6401905830962,41.6779615384615
1774455788,35.7794119725,-78.6401923608333,41.7306
1774455789,35.779221667,-78.640199333,41.3856
1774455790,35.779124467,-78.6402034242364,38.5721018181818
1774455791,35.779122667,-78.6402035,38.52
1774455794,35.778817833,-78.640217333,22.338
1774455795,35.7787933390976,-78.6402178880366,21.5777853658537
1774455796,35.7787593092857,-78.6402185952857,20.5806857142857
1774455797,35.778669167,-78.6402205,19.494
1774455798,35.7786277155913,-78.6402222211538,20.0268692307692
1774455799,35.7786063808571,-78.6402232142857,20.3364
1774455802,35.7783979388947,-78.6402339388947,22.0441263157895
1774455803,35.7783711216364,-78.640234584087,22.8486735177866
1774455804,35.7783123886667,-78.6402359996667,24.69
1774455805,35.778202667,-78.6402405,28.008
1774455806,35.7781687237658,-78.6402431487342,29.3387240506329
1774455810,35.7778480806452,-78.6402618976129,30.3493935483871
1774455811,35.7777939451219,-78.6402645264268,30.3262243902439
1774455812,35.7777238333333,-78.6402680556667,30.2808
1774455813,35.7776606481111,-78.6402715923333,30.2948
1774455814,35.7775549250762,-78.6402777939714,30.90216
1774455815,35.7774815,-78.640281,30.8052
1774455818,35.7772376775833,-78.6402884682821,28.4561538461538
1774455819,35.7771875900383,-78.6402891976513,28.2488505747126
1774455820,35.7771187594261,-78.6402907336609,28.916452173913
1774455821,35.777048667,-78.6402945,28.5804
1774455822,35.7769695,-78.6402995,28.9656
1774455823,35.776897,-78.640303667,29.0592
1774455825,35.776746167,-78.640314,30.1212
1774455826,35.7766758912845,-78.6403172381585,28.7886292682927
1774455827,35.7766142819558,-78.6403196459734,26.6858761061947
1774455828,35.7765517340732,-78.6403225243902,24.6433170731707
1774455829,35.776481,-78.640325,25.0308
1774455830,35.7764521352973,-78.6403254052432,24.8258918918919
1774455833,35.7762455,-78.640331,25.0236
1774455834,35.7761876049535,-78.6403349299302,26.2055720930233
1774455835,35.7761444806306,-78.640337622973,26.6730162162162
1774455836,35.7760674461017,-78.6403416471186,27.2325966101695
1774455837,35.775974667,-78.640345833,28.404
1774455838,35.7759637051458,-78.6403465865208,28.6896
1774455841,35.7756235,-78.640366333,32.2272
1774455842,35.7755778534223,-78.6403684081491,32.4581764521193
1774455843,35.775539233,-78.6403715,32.04936
1774455844,35.775439293381,-78.6403798015238,30.6354857142857
1774455845,35.7753237632589,-78.6403885395213,27.9786382978723
1774455846,35.775307667,-78.6403895,27.738
1774455849,35.7750541285143,-78.6404004187714,26.8170171428571
1774455850,35.77500358284,-78.6404043782291,27.1411330909091
1774455851,35.774966413229,-78.6404073157786,27.5010320610687
1774455852,35.7748200522459,-78.6404168469836,30.7540918032787
1774455853,35.7747741708581,-78.6404198602595,31.1854048442907
1774455854,35.774737,-78.640422333,31.4892
1774455857,35.7745004444286,-78.6404350631905,30.3966857142857
1774455858,35.7744104441467,-78.6404402358533,32.0136
1774455859,35.774336,-78.640445,33.7824
1774455860,35.774245667,-78.640452167,35.9712
1774455861,35.7741536069217,-78.6404569286609,34.8997460869565
1774455862,35.7740705,-78.6404605,34.0092
